Team,Year,Contest (Average),AveragePoints,Contest (First),FirstPct,Contest (Top 5),Top5Pct
West Islip,2005,Overall,0.19,Overall,0.1,Overall,1.3
Freeport,2005,Overall,0.00,Overall,NA,Overall,NA
Farmingville,2005,Overall,NA,Overall,NA,Overall,NA
Spencerport,2005,Overall,0.68,Overall,0.2,Overall,4.3
Main-Transit,2005,Overall,NA,Overall,NA,Overall,NA
Brentwood,2005,Overall,NA,Overall,NA,Overall,NA
West Hempstead,2005,Overall,0.09,Overall,NA,Overall,0.3
Islip,2005,Overall,0.04,Overall,NA,Overall,NA
Manhasset-Lakeville,2005,Overall,0.61,Overall,0.1,Overall,2.9
Copenhagen,2005,Overall,NA,Overall,NA,Overall,NA
Saint James,2005,Overall,NA,Overall,NA,Overall,NA
Baldwin,2005,Overall,NA,Overall,NA,Overall,NA
Point Pleasant,2005,Overall,NA,Overall,NA,Overall,NA
Elmont,2005,Overall,NA,Overall,NA,Overall,NA
North Babylon,2005,Overall,NA,Overall,NA,Overall,NA
North Lindenhurst,2005,Overall,0.66,Overall,0.2,Overall,5.7
Copiague,2005,Overall,0.00,Overall,NA,Overall,NA
Lake Placid,2005,Overall,NA,Overall,NA,Overall,NA
Oyster Bay TB,2005,Overall,0.00,Overall,NA,Overall,NA
Atlantic Steamer,2005,Overall,0.00,Overall,NA,Overall,NA
Selden,2005,Overall,NA,Overall,NA,Overall,NA
Coram,2005,Overall,NA,Overall,NA,Overall,NA
Glenwood,2005,Overall,NA,Overall,NA,Overall,NA
Massapequa,2005,Overall,NA,Overall,NA,Overall,NA
Islip Terrace,2005,Overall,0.03,Overall,NA,Overall,0.1
Mineola,2005,Overall,NA,Overall,NA,Overall,NA
Carle Place,2005,Overall,NA,Overall,NA,Overall,NA
Hagerman,2005,Overall,NA,Overall,NA,Overall,NA
Roslyn,2005,Overall,0.00,Overall,NA,Overall,NA
Port Washington,2005,Overall,0.00,Overall,NA,Overall,NA
Hempstead Yellow Hornets,2005,Overall,1.77,Overall,1.6,Overall,14.5
East Farmingdale,2005,Overall,NA,Overall,NA,Overall,NA
Hicksville,2005,Overall,0.00,Overall,NA,Overall,NA
North Bellmore,2005,Overall,0.00,Overall,NA,Overall,NA
Lindenhurst,2005,Overall,0.03,Overall,NA,Overall,NA
Deerfield,2005,Overall,NA,Overall,NA,Overall,NA
New Hyde Park,2005,Overall,0.07,Overall,NA,Overall,NA
South Hempstead,2005,Overall,0.00,Overall,NA,Overall,NA
West Sayville,2005,Overall,2.47,Overall,4.2,Overall,25.5
East Islip,2005,Overall,NA,Overall,NA,Overall,NA
Cutchogue,2005,Overall,NA,Overall,NA,Overall,NA
Central Islip,2005,Overall,0.01,Overall,NA,Overall,NA
Westbury,2005,Overall,0.00,Overall,NA,Overall,NA
Barnard,2005,Overall,NA,Overall,NA,Overall,NA
Holbrook,2005,Overall,NA,Overall,NA,Overall,NA
Patchogue,2005,Overall,2.40,Overall,2.8,Overall,26.7
Elsmere,2005,Overall,NA,Overall,NA,Overall,NA
Clayton,2005,Overall,NA,Overall,NA,Overall,NA
Oceanside,2005,Overall,NA,Overall,NA,Overall,NA
Henrietta,2005,Overall,NA,Overall,NA,Overall,NA
Selden,2006,Overall,NA,Overall,NA,Overall,NA
Cutchogue,2006,Overall,NA,Overall,NA,Overall,NA
Copenhagen,2006,Overall,NA,Overall,NA,Overall,NA
North Bellmore,2006,Overall,NA,Overall,NA,Overall,NA
East Islip,2006,Overall,0.00,Overall,NA,Overall,NA
Westbury,2006,Overall,0.00,Overall,NA,Overall,NA
Roslyn,2006,Overall,0.00,Overall,NA,Overall,NA
New Hyde Park,2006,Overall,0.68,Overall,0.4,Overall,3.9
West Hempstead,2006,Overall,0.09,Overall,NA,Overall,0.4
West Carthage,2006,Overall,NA,Overall,NA,Overall,NA
Carle Place,2006,Overall,NA,Overall,NA,Overall,NA
South Hempstead,2006,Overall,0.00,Overall,NA,Overall,NA
Sea Breeze,2006,Overall,NA,Overall,NA,Overall,NA
West Sayville,2006,Overall,2.98,Overall,7,Overall,29.3
Islip Terrace,2006,Overall,NA,Overall,NA,Overall,NA
Lindenhurst,2006,Overall,0.00,Overall,NA,Overall,NA
Islip,2006,Overall,0.25,Overall,NA,Overall,0.8
Hempstead Yellow Hornets,2006,Overall,1.91,Overall,2.2,Overall,14.7
Lake Placid,2006,Overall,NA,Overall,NA,Overall,NA
North Lindenhurst,2006,Overall,0.16,Overall,NA,Overall,1
West Islip,2006,Overall,0.00,Overall,NA,Overall,NA
Copiague,2006,Overall,0.00,Overall,NA,Overall,NA
Deer Park,2006,Overall,NA,Overall,NA,Overall,NA
Levittown,2006,Overall,NA,Overall,NA,Overall,NA
Baldwin,2006,Overall,NA,Overall,NA,Overall,NA
Central Islip,2006,Overall,0.06,Overall,NA,Overall,NA
Deerfield,2006,Overall,NA,Overall,NA,Overall,NA
Spencerport,2006,Overall,0.64,Overall,0.4,Overall,3.9
Henrietta,2006,Overall,NA,Overall,NA,Overall,NA
Coram,2006,Overall,NA,Overall,NA,Overall,NA
East Farmingdale,2006,Overall,NA,Overall,NA,Overall,NA
Union Hose,2006,Overall,NA,Overall,NA,Overall,NA
Point Pleasant,2006,Overall,NA,Overall,NA,Overall,NA
Brentwood,2006,Overall,NA,Overall,NA,Overall,NA
Freeport,2006,Overall,0.00,Overall,NA,Overall,NA
Elsmere,2006,Overall,NA,Overall,NA,Overall,NA
Hicksville,2006,Overall,0.00,Overall,NA,Overall,NA
Main-Transit,2006,Overall,0.00,Overall,NA,Overall,NA
Atlantic Steamer,2006,Overall,0.00,Overall,NA,Overall,NA
Saint James,2006,Overall,NA,Overall,NA,Overall,NA
Sayville,2006,Overall,NA,Overall,NA,Overall,NA
Riverhead,2006,Overall,NA,Overall,NA,Overall,NA
Manhasset-Lakeville,2006,Overall,0.15,Overall,NA,Overall,0.7
Patchogue,2006,Overall,0.59,Overall,0.1,Overall,4.1
Port Washington,2006,Overall,NA,Overall,NA,Overall,NA
Elmont,2006,Overall,NA,Overall,NA,Overall,NA
Bay Shore,2006,Overall,0.03,Overall,NA,Overall,NA
Clayton,2006,Overall,NA,Overall,NA,Overall,NA
West Islip,2007,Overall,0.00,Overall,NA,Overall,NA
Central Islip,2007,Overall,0.26,Overall,NA,Overall,0.6
Brentwood,2007,Overall,NA,Overall,NA,Overall,NA
Elmont,2007,Overall,0.00,Overall,NA,Overall,NA
Manhasset-Lakeville,2007,Overall,0.02,Overall,NA,Overall,NA
Coram,2007,Overall,NA,Overall,NA,Overall,NA
East Farmingdale,2007,Overall,NA,Overall,NA,Overall,NA
Islip,2007,Overall,0.15,Overall,NA,Overall,0.3
Elsmere,2007,Overall,NA,Overall,NA,Overall,NA
Copenhagen,2007,Overall,NA,Overall,NA,Overall,NA
Selden,2007,Overall,NA,Overall,NA,Overall,NA
Riverhead,2007,Overall,NA,Overall,NA,Overall,NA
Deerfield,2007,Overall,NA,Overall,NA,Overall,NA
Main-Transit,2007,Overall,0.00,Overall,NA,Overall,NA
East Islip,2007,Overall,0.00,Overall,NA,Overall,NA
North Bellmore,2007,Overall,NA,Overall,NA,Overall,NA
Bay Shore,2007,Overall,0.02,Overall,NA,Overall,NA
Copiague,2007,Overall,0.00,Overall,NA,Overall,NA
Roslyn,2007,Overall,0.00,Overall,NA,Overall,NA
Clayton,2007,Overall,NA,Overall,NA,Overall,NA
Levittown,2007,Overall,NA,Overall,NA,Overall,NA
North Babylon,2007,Overall,NA,Overall,NA,Overall,NA
Oyster Bay TB,2007,Overall,NA,Overall,NA,Overall,NA
Hicksville,2007,Overall,NA,Overall,NA,Overall,NA
Glenwood,2007,Overall,NA,Overall,NA,Overall,NA
Henrietta,2007,Overall,NA,Overall,NA,Overall,NA
New Hyde Park,2007,Overall,0.42,Overall,0.1,Overall,0.9
Freeport,2007,Overall,0.01,Overall,NA,Overall,NA
North Lindenhurst,2007,Overall,0.13,Overall,NA,Overall,0.4
West Hempstead,2007,Overall,0.08,Overall,NA,Overall,0.2
Saint James,2007,Overall,NA,Overall,NA,Overall,NA
Spencerport,2007,Overall,0.00,Overall,NA,Overall,NA
Sayville,2007,Overall,NA,Overall,NA,Overall,NA
Carle Place,2007,Overall,NA,Overall,NA,Overall,NA
Lindenhurst,2007,Overall,0.00,Overall,NA,Overall,NA
Patchogue,2007,Overall,0.23,Overall,0.1,Overall,2.3
South Hempstead,2007,Overall,0.04,Overall,NA,Overall,0.2
Hempstead Yellow Hornets,2007,Overall,0.91,Overall,0.4,Overall,3.7
Point Pleasant,2007,Overall,NA,Overall,NA,Overall,NA
West Sayville,2007,Overall,3.97,Overall,13.3,Overall,39.7
Port Washington,2007,Overall,NA,Overall,NA,Overall,NA
Cutchogue,2007,Overall,NA,Overall,NA,Overall,NA
Westbury,2007,Overall,0.05,Overall,NA,Overall,NA
Baldwin,2007,Overall,NA,Overall,NA,Overall,NA
Copenhagen,2008,Overall,NA,Overall,NA,Overall,NA
Henrietta,2008,Overall,NA,Overall,NA,Overall,NA
Oyster Bay TB,2008,Overall,NA,Overall,NA,Overall,NA
Deerfield,2008,Overall,NA,Overall,NA,Overall,NA
Spencerport,2008,Overall,0.00,Overall,NA,Overall,NA
North Bellmore,2008,Overall,NA,Overall,NA,Overall,NA
Roslyn,2008,Overall,NA,Overall,NA,Overall,NA
Cutchogue,2008,Overall,NA,Overall,NA,Overall,NA
West Islip,2008,Overall,0.00,Overall,NA,Overall,NA
New Hyde Park,2008,Overall,1.41,Overall,0.8,Overall,11.9
Westbury,2008,Overall,0.00,Overall,NA,Overall,NA
Sayville,2008,Overall,NA,Overall,NA,Overall,NA
Selden,2008,Overall,NA,Overall,NA,Overall,NA
East Islip,2008,Overall,0.20,Overall,0.1,Overall,0.3
Copiague,2008,Overall,0.06,Overall,NA,Overall,0.5
Islip,2008,Overall,0.55,Overall,0.1,Overall,2.6
Bay Shore,2008,Overall,0.00,Overall,NA,Overall,NA
Riverhead,2008,Overall,NA,Overall,NA,Overall,NA
Lake Placid,2008,Overall,NA,Overall,NA,Overall,NA
Louisville,2008,Overall,NA,Overall,NA,Overall,NA
Islip Terrace,2008,Overall,NA,Overall,NA,Overall,NA
Sea Breeze,2008,Overall,NA,Overall,NA,Overall,NA
South Hempstead,2008,Overall,0.04,Overall,NA,Overall,NA
Baldwin,2008,Overall,NA,Overall,NA,Overall,NA
Elmont,2008,Overall,NA,Overall,NA,Overall,NA
West Sayville,2008,Overall,5.43,Overall,22.7,Overall,58.1
Brentwood,2008,Overall,NA,Overall,NA,Overall,NA
Elsmere,2008,Overall,NA,Overall,NA,Overall,NA
Central Islip,2008,Overall,1.40,Overall,1.7,Overall,9.7
Carle Place,2008,Overall,NA,Overall,NA,Overall,NA
Main-Transit,2008,Overall,NA,Overall,NA,Overall,NA
Point Pleasant,2008,Overall,NA,Overall,NA,Overall,NA
Union Hose,2008,Overall,NA,Overall,NA,Overall,NA
North Lindenhurst,2008,Overall,0.52,Overall,0.1,Overall,1.7
Glenwood,2008,Overall,NA,Overall,NA,Overall,NA
Freeport,2008,Overall,0.00,Overall,NA,Overall,NA
East Farmingdale,2008,Overall,NA,Overall,NA,Overall,NA
Lindenhurst,2008,Overall,0.04,Overall,NA,Overall,NA
Hempstead Yellow Hornets,2008,Overall,0.76,Overall,0.4,Overall,7.6
Manhasset-Lakeville,2008,Overall,0.00,Overall,NA,Overall,NA
Hicksville,2008,Overall,0.22,Overall,NA,Overall,0.4
Port Washington,2008,Overall,NA,Overall,NA,Overall,NA
Coram,2008,Overall,NA,Overall,NA,Overall,NA
Saint James,2008,Overall,NA,Overall,NA,Overall,NA
Clayton,2008,Overall,NA,Overall,NA,Overall,NA
West Hempstead,2008,Overall,0.44,Overall,0.2,Overall,3.9
Syosset,2009,Overall,NA,Overall,NA,Overall,NA
South Hempstead,2009,Overall,0.00,Overall,NA,Overall,NA
Freeport,2009,Overall,NA,Overall,NA,Overall,NA
Bay Shore,2009,Overall,0.00,Overall,NA,Overall,NA
Henrietta,2009,Overall,NA,Overall,NA,Overall,NA
Lake Placid,2009,Overall,NA,Overall,NA,Overall,NA
Clayton,2009,Overall,NA,Overall,NA,Overall,NA
Hempstead Yellow Hornets,2009,Overall,0.75,Overall,0.3,Overall,5
Hicksville,2009,Overall,0.00,Overall,NA,Overall,NA
Point Pleasant,2009,Overall,NA,Overall,NA,Overall,NA
Central Islip,2009,Overall,1.08,Overall,0.8,Overall,8.2
East Islip,2009,Overall,0.59,Overall,0.6,Overall,3.8
Deer Park,2009,Overall,NA,Overall,NA,Overall,NA
Delmar,2009,Overall,NA,Overall,NA,Overall,NA
Garden City Park,2009,Overall,NA,Overall,NA,Overall,NA
Spencerport,2009,Overall,0.00,Overall,NA,Overall,NA
Copiague,2009,Overall,0.00,Overall,NA,Overall,NA
Main-Transit,2009,Overall,NA,Overall,NA,Overall,NA
West Sayville,2009,Overall,1.67,Overall,1.3,Overall,12.2
New Hyde Park,2009,Overall,0.03,Overall,NA,Overall,NA
Merrick,2009,Overall,NA,Overall,NA,Overall,NA
Islip Terrace,2009,Overall,NA,Overall,NA,Overall,NA
Sayville,2009,Overall,NA,Overall,NA,Overall,NA
Atlantic Steamer,2009,Overall,NA,Overall,NA,Overall,NA
Massapequa,2009,Overall,NA,Overall,NA,Overall,NA
Glenwood,2009,Overall,NA,Overall,NA,Overall,NA
Brentwood,2009,Overall,NA,Overall,NA,Overall,NA
Coram,2009,Overall,NA,Overall,NA,Overall,NA
North Lindenhurst,2009,Overall,0.38,Overall,NA,Overall,1.5
Islip,2009,Overall,0.68,Overall,0.2,Overall,2.2
Cutchogue,2009,Overall,NA,Overall,NA,Overall,NA
Roslyn,2009,Overall,0.00,Overall,NA,Overall,NA
Oyster Bay TB,2009,Overall,NA,Overall,NA,Overall,NA
Copenhagen,2009,Overall,NA,Overall,NA,Overall,NA
Hagerman,2009,Overall,NA,Overall,NA,Overall,NA
Elmont,2009,Overall,NA,Overall,NA,Overall,NA
West Hempstead,2009,Overall,0.05,Overall,NA,Overall,0.3
Riverhead,2009,Overall,NA,Overall,NA,Overall,NA
Baldwin,2009,Overall,NA,Overall,NA,Overall,NA
Lindenhurst,2009,Overall,NA,Overall,NA,Overall,NA
North Bellmore,2009,Overall,NA,Overall,NA,Overall,NA
Elsmere,2009,Overall,NA,Overall,NA,Overall,NA
Selden,2009,Overall,NA,Overall,NA,Overall,NA
Saint James,2009,Overall,0.00,Overall,NA,Overall,NA
West Islip,2009,Overall,0.00,Overall,NA,Overall,NA
Port Washington,2009,Overall,NA,Overall,NA,Overall,NA
Manhasset-Lakeville,2009,Overall,0.00,Overall,NA,Overall,NA
North Babylon,2009,Overall,NA,Overall,NA,Overall,NA
Carle Place,2009,Overall,NA,Overall,NA,Overall,NA
Levittown,2009,Overall,NA,Overall,NA,Overall,NA
Westbury,2009,Overall,0.01,Overall,NA,Overall,NA
Lake Placid,2010,Overall,NA,Overall,NA,Overall,NA
Selden,2010,Overall,NA,Overall,NA,Overall,NA
Hempstead Yellow Hornets,2010,Overall,1.02,Overall,0.5,Overall,7
Freeport,2010,Overall,0.01,Overall,NA,Overall,NA
East Farmingdale,2010,Overall,NA,Overall,NA,Overall,NA
Baldwin,2010,Overall,NA,Overall,NA,Overall,NA
Westbury,2010,Overall,0.06,Overall,NA,Overall,0.1
Clayton,2010,Overall,NA,Overall,NA,Overall,NA
Brentwood,2010,Overall,NA,Overall,NA,Overall,NA
West Sayville,2010,Overall,3.17,Overall,8.7,Overall,26.2
Levittown,2010,Overall,NA,Overall,NA,Overall,NA
Cutchogue,2010,Overall,NA,Overall,NA,Overall,NA
West Hempstead,2010,Overall,0.00,Overall,NA,Overall,NA
Manhasset-Lakeville,2010,Overall,NA,Overall,NA,Overall,NA
North Lindenhurst,2010,Overall,0.63,Overall,0.1,Overall,2.7
East Islip,2010,Overall,0.19,Overall,NA,Overall,0.3
Roslyn,2010,Overall,0.04,Overall,NA,Overall,0.2
North Bellmore,2010,Overall,NA,Overall,NA,Overall,NA
Henrietta,2010,Overall,NA,Overall,NA,Overall,NA
Islip,2010,Overall,0.89,Overall,0.2,Overall,6.5
West Carthage,2010,Overall,NA,Overall,NA,Overall,NA
North Babylon,2010,Overall,NA,Overall,NA,Overall,NA
Riverhead,2010,Overall,NA,Overall,NA,Overall,NA
Port Washington,2010,Overall,0.15,Overall,NA,Overall,0.8
Central Islip,2010,Overall,1.87,Overall,1.9,Overall,13.6
Deer Park,2010,Overall,NA,Overall,NA,Overall,NA
Saint James,2010,Overall,NA,Overall,NA,Overall,NA
Lindenhurst,2010,Overall,0.00,Overall,NA,Overall,NA
Oyster Bay TB,2010,Overall,NA,Overall,NA,Overall,NA
Bay Shore,2010,Overall,0.22,Overall,0.1,Overall,1
Elmont,2010,Overall,NA,Overall,NA,Overall,NA
Glenwood,2010,Overall,NA,Overall,NA,Overall,NA
Elsmere,2010,Overall,NA,Overall,NA,Overall,NA
New Hyde Park,2010,Overall,0.23,Overall,0.1,Overall,0.5
Sayville,2010,Overall,NA,Overall,NA,Overall,NA
South Hempstead,2010,Overall,0.02,Overall,NA,Overall,0.1
Deerfield,2010,Overall,NA,Overall,NA,Overall,NA
Louisville,2010,Overall,NA,Overall,NA,Overall,NA
Spencerport,2010,Overall,0.00,Overall,NA,Overall,NA
Hicksville,2010,Overall,NA,Overall,NA,Overall,NA
Main-Transit,2010,Overall,0.00,Overall,NA,Overall,NA
Copiague,2010,Overall,0.05,Overall,NA,Overall,NA
Coram,2010,Overall,NA,Overall,NA,Overall,NA
Point Pleasant,2010,Overall,NA,Overall,NA,Overall,NA
Norfolk,2010,Overall,NA,Overall,NA,Overall,NA
Copenhagen,2010,Overall,NA,Overall,NA,Overall,NA
Islip Terrace,2010,Overall,NA,Overall,NA,Overall,NA
Baldwin,2011,Overall,NA,Overall,NA,Overall,NA
Bay Shore,2011,Overall,0.14,Overall,NA,Overall,0.4
Brentwood,2011,Overall,0.00,Overall,NA,Overall,NA
Carle Place,2011,Overall,NA,Overall,NA,Overall,NA
Central Islip,2011,Overall,2.53,Overall,3,Overall,26.6
Clayton,2011,Overall,NA,Overall,NA,Overall,NA
Copenhagen,2011,Overall,NA,Overall,NA,Overall,NA
Copiague,2011,Overall,0.34,Overall,NA,Overall,2
Coram,2011,Overall,NA,Overall,NA,Overall,NA
Cutchogue,2011,Overall,NA,Overall,NA,Overall,NA
Deer Park,2011,Overall,NA,Overall,NA,Overall,NA
Deerfield,2011,Overall,NA,Overall,NA,Overall,NA
East Islip,2011,Overall,0.59,Overall,0.2,Overall,2.2
Elmont,2011,Overall,0.00,Overall,NA,Overall,NA
Elsmere,2011,Overall,NA,Overall,NA,Overall,NA
Farmingville,2011,Overall,NA,Overall,NA,Overall,NA
Freeport,2011,Overall,0.00,Overall,NA,Overall,NA
Glenwood,2011,Overall,NA,Overall,NA,Overall,NA
Great Bend,2011,Overall,NA,Overall,NA,Overall,NA
Hempstead Yellow Hornets,2011,Overall,0.15,Overall,NA,Overall,0.7
Henrietta,2011,Overall,NA,Overall,NA,Overall,NA
Hicksville,2011,Overall,0.00,Overall,NA,Overall,NA
Islip,2011,Overall,0.00,Overall,NA,Overall,NA
Levittown,2011,Overall,NA,Overall,NA,Overall,NA
Lindenhurst,2011,Overall,0.00,Overall,NA,Overall,NA
Main-Transit,2011,Overall,0.00,Overall,NA,Overall,NA
Manhasset-Lakeville,2011,Overall,NA,Overall,NA,Overall,NA
Medford,2011,Overall,NA,Overall,NA,Overall,NA
Miller Place,2011,Overall,NA,Overall,NA,Overall,NA
New Hyde Park,2011,Overall,0.00,Overall,NA,Overall,NA
North Babylon,2011,Overall,0.00,Overall,NA,Overall,NA
North Bellmore,2011,Overall,NA,Overall,NA,Overall,NA
North Lindenhurst,2011,Overall,0.88,Overall,0.6,Overall,5
Oyster Bay TB,2011,Overall,NA,Overall,NA,Overall,NA
Patchogue,2011,Overall,NA,Overall,NA,Overall,NA
Point Pleasant,2011,Overall,NA,Overall,NA,Overall,NA
Port Washington,2011,Overall,0.00,Overall,NA,Overall,NA
Riverhead,2011,Overall,NA,Overall,NA,Overall,NA
Rockville Centre WDL,2011,Overall,NA,Overall,NA,Overall,NA
Roslyn,2011,Overall,0.00,Overall,NA,Overall,NA
Saint James,2011,Overall,0.00,Overall,NA,Overall,NA
Sayville,2011,Overall,NA,Overall,NA,Overall,NA
Sea Breeze,2011,Overall,NA,Overall,NA,Overall,NA
Selden,2011,Overall,NA,Overall,NA,Overall,NA
Spencerport,2011,Overall,NA,Overall,NA,Overall,NA
West Hempstead,2011,Overall,0.06,Overall,NA,Overall,NA
West Sayville,2011,Overall,1.98,Overall,2.3,Overall,15.1
Westbury,2011,Overall,0.00,Overall,NA,Overall,NA
Deerfield,2012,Overall,NA,Overall,NA,Overall,NA
Sayville,2012,Overall,NA,Overall,NA,Overall,NA
Islip,2012,Overall,0.58,Overall,0.1,Overall,3
Riverhead,2012,Overall,NA,Overall,NA,Overall,NA
Elsmere,2012,Overall,NA,Overall,NA,Overall,NA
Lake Placid,2012,Overall,NA,Overall,NA,Overall,NA
North Babylon,2012,Overall,NA,Overall,NA,Overall,NA
Bay Shore,2012,Overall,0.19,Overall,NA,Overall,1.8
Saint James,2012,Overall,0.03,Overall,NA,Overall,NA
Coram,2012,Overall,NA,Overall,NA,Overall,NA
Henrietta,2012,Overall,0.00,Overall,NA,Overall,NA
North Lindenhurst,2012,Overall,0.21,Overall,NA,Overall,0.6
East Islip,2012,Overall,1.46,Overall,0.4,Overall,10.2
Glenwood,2012,Overall,NA,Overall,NA,Overall,NA
East Farmingdale,2012,Overall,NA,Overall,NA,Overall,NA
Main-Transit,2012,Overall,0.00,Overall,NA,Overall,NA
Copiague,2012,Overall,0.01,Overall,NA,Overall,NA
Hicksville,2012,Overall,0.00,Overall,NA,Overall,NA
Sheridan Park,2012,Overall,NA,Overall,NA,Overall,NA
Baldwin,2012,Overall,NA,Overall,NA,Overall,NA
Cutchogue,2012,Overall,NA,Overall,NA,Overall,NA
Great Bend,2012,Overall,NA,Overall,NA,Overall,NA
Deer Park,2012,Overall,NA,Overall,NA,Overall,NA
Carle Place,2012,Overall,NA,Overall,NA,Overall,NA
Levittown,2012,Overall,NA,Overall,NA,Overall,NA
Oyster Bay TB,2012,Overall,NA,Overall,NA,Overall,NA
West Sayville,2012,Overall,1.11,Overall,0.8,Overall,6.1
Port Washington,2012,Overall,0.00,Overall,NA,Overall,NA
Copenhagen,2012,Overall,NA,Overall,NA,Overall,NA
West Hempstead,2012,Overall,0.10,Overall,NA,Overall,0.3
Point Pleasant,2012,Overall,NA,Overall,NA,Overall,NA
Louisville,2012,Overall,NA,Overall,NA,Overall,NA
Manhasset-Lakeville,2012,Overall,NA,Overall,NA,Overall,NA
North Bellmore,2012,Overall,NA,Overall,NA,Overall,NA
Brentwood,2012,Overall,NA,Overall,NA,Overall,NA
Central Islip,2012,Overall,2.89,Overall,6.4,Overall,27.6
New Hyde Park,2012,Overall,0.01,Overall,NA,Overall,NA
Westbury,2012,Overall,0.05,Overall,NA,Overall,0.7
Roslyn,2012,Overall,0.02,Overall,NA,Overall,NA
West Islip,2012,Overall,NA,Overall,NA,Overall,NA
Clayton,2012,Overall,NA,Overall,NA,Overall,NA
Spencerport,2012,Overall,NA,Overall,NA,Overall,NA
Lindenhurst,2012,Overall,0.11,Overall,NA,Overall,0.2
Selden,2012,Overall,NA,Overall,NA,Overall,NA
Bay Shore,2014,Overall,0.23,Overall,0.1,Overall,0.6
Levittown,2014,Overall,NA,Overall,NA,Overall,NA
Selden,2014,Overall,NA,Overall,NA,Overall,NA
Baldwin,2014,Overall,NA,Overall,NA,Overall,NA
Deerfield,2014,Overall,NA,Overall,NA,Overall,NA
Henrietta,2014,Overall,NA,Overall,NA,Overall,NA
Clayton,2014,Overall,NA,Overall,NA,Overall,NA
Louisville,2014,Overall,NA,Overall,NA,Overall,NA
Amityville,2014,Overall,NA,Overall,NA,Overall,NA
Brentwood,2014,Overall,NA,Overall,NA,Overall,NA
West Islip,2014,Overall,NA,Overall,NA,Overall,NA
Hicksville,2014,Overall,0.00,Overall,NA,Overall,NA
Elmont,2014,Overall,NA,Overall,NA,Overall,NA
North Babylon,2014,Overall,NA,Overall,NA,Overall,NA
Oyster Bay TB,2014,Overall,NA,Overall,NA,Overall,NA
Babylon,2014,Overall,NA,Overall,NA,Overall,NA
Glenwood,2014,Overall,NA,Overall,NA,Overall,NA
North Greece,2014,Overall,NA,Overall,NA,Overall,NA
Point Pleasant,2014,Overall,0.00,Overall,NA,Overall,NA
Sea Breeze,2014,Overall,NA,Overall,NA,Overall,NA
Manhasset-Lakeville,2014,Overall,0.00,Overall,NA,Overall,NA
North Lindenhurst,2014,Overall,0.18,Overall,NA,Overall,0.7
Riverhead,2014,Overall,NA,Overall,NA,Overall,NA
Westbury,2014,Overall,0.00,Overall,NA,Overall,NA
Deer Park,2014,Overall,0.00,Overall,NA,Overall,NA
Islip,2014,Overall,1.00,Overall,0.7,Overall,6.7
East Farmingdale,2014,Overall,NA,Overall,NA,Overall,NA
North Bellmore,2014,Overall,0.00,Overall,NA,Overall,NA
Sayville,2014,Overall,NA,Overall,NA,Overall,NA
West Carthage,2014,Overall,NA,Overall,NA,Overall,NA
Spencerport,2014,Overall,NA,Overall,NA,Overall,NA
Main-Transit,2014,Overall,NA,Overall,NA,Overall,NA
Great Bend,2014,Overall,NA,Overall,NA,Overall,NA
Copenhagen,2014,Overall,NA,Overall,NA,Overall,NA
Elsmere,2014,Overall,NA,Overall,NA,Overall,NA
Hempstead Yellow Hornets,2014,Overall,0.52,Overall,0.2,Overall,4.8
Farmingville,2014,Overall,NA,Overall,NA,Overall,NA
Rockville Centre WDL,2014,Overall,NA,Overall,NA,Overall,NA
New Hyde Park,2014,Overall,0.00,Overall,NA,Overall,NA
Roslyn,2014,Overall,0.00,Overall,NA,Overall,NA
West Hempstead,2014,Overall,0.04,Overall,NA,Overall,NA
Port Washington,2014,Overall,0.00,Overall,NA,Overall,NA
Lindenhurst,2014,Overall,0.08,Overall,NA,Overall,0.5
Copiague,2014,Overall,0.08,Overall,NA,Overall,0.6
